verbatimScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,stateProvince,week
Cardellina canadensis,1.0,5.056434,-75.49435,2021-11-12,12,11,2021,Caldas,45
Hirundo rustica,38.0,4.402154,-75.13849,2021-03-15,15,3,2021,Tolima,11
Cardellina canadensis,2.0,5.330149,-74.92023,2021-03-31,31,3,2021,Caldas,13
Cardellina canadensis,1.0,7.132892,-73.02097,2021-11-10,10,11,2021,Santander,45
Cardellina canadensis,1.0,5.348798,-75.77496,2021-12-29,29,12,2021,Risaralda,52
Vireo flavoviridis,2.0,11.294044,-73.2185,2021-10-15,15,10,2021,La Guajira,41
Cardellina canadensis,1.0,4.665655,-75.61267,2021-12-18,18,12,2021,Quindío,50
Hirundo rustica,2.0,6.052978,-74.66438,2021-12-14,14,12,2021,Antioquia,50
Vireo flavoviridis,1.0,4.980222,-75.33624,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,2.0,5.064686,-75.59219,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,2.0,5.330149,-74.92023,2021-03-31,31,3,2021,Caldas,13
Hirundo rustica,21.0,4.941145,-74.005905,2021-11-04,4,11,2021,Cundinamarca,44
Cardellina canadensis,2.0,4.538486,-74.44639,2021-11-16,16,11,2021,Cundinamarca,46
Cardellina canadensis,1.0,5.068649,-75.44631,2021-11-12,12,11,2021,Caldas,45
Hirundo rustica,6.0,5.438097,-73.756134,2021-09-20,20,9,2021,Cundinamarca,38
Vireo flavoviridis,4.0,3.941888,-73.797356,2021-11-07,7,11,2021,Meta,45
Cardellina canadensis,2.0,3.619505,-76.58995,2021-10-19,19,10,2021,Valle del Cauca,42
Hirundo rustica,21.0,4.941145,-74.005905,2021-11-04,4,11,2021,Cundinamarca,44
Cardellina canadensis,4.0,2.424693,-76.56414,2021-12-28,28,12,2021,Cauca,52
Cardellina canadensis,2.0,3.569901,-76.57603,2021-11-27,27,11,2021,Valle del Cauca,47
Cardellina canadensis,2.0,4.392593,-75.47324,2021-11-19,19,11,2021,Tolima,46
Cardellina canadensis,1.0,6.852191,-73.37682,2021-10-09,9,10,2021,Santander,40
Cardellina canadensis,2.0,3.811929,-73.89434,2021-10-30,30,10,2021,Meta,43
Cardellina canadensis,1.0,5.59662,-75.82159,2021-11-13,13,11,2021,Antioquia,45
Cardellina canadensis,1.0,5.37311,-75.89102,2021-12-09,9,12,2021,Risaralda,49
Hirundo rustica,1.0,10.422704,-75.547424,2021-12-31,31,12,2021,Bolívar,52
Hirundo rustica,1.0,3.886078,-67.939354,2021-11-03,3,11,2021,Guainía,44
Cardellina canadensis,1.0,1.732808,-76.22352,2021-11-07,7,11,2021,Huila,45
Cardellina canadensis,1.0,4.696168,-74.09399,2021-11-06,6,11,2021,Distrito Capital de Bogotá,44
Hirundo rustica,10.0,4.629115,-74.162384,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Cardellina canadensis,2.0,4.932334,-75.6109,2021-11-30,30,11,2021,Risaralda,48
Cardellina canadensis,2.0,5.064686,-75.59219,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,2.0,5.06175,-75.476715,2021-10-30,30,10,2021,Caldas,43
Hirundo rustica,4.0,8.57357,-76.82599,2021-02-25,25,2,2021,Antioquia,8
Cardellina canadensis,3.0,5.064686,-75.59219,2021-11-13,13,11,2021,Caldas,45
Hirundo rustica,3.0,5.652461,-75.87693,2021-12-27,27,12,2021,Antioquia,52
Vireo flavoviridis,1.0,2.769145,-75.23361,2021-11-04,4,11,2021,Huila,44
Vireo flavoviridis,1.0,4.634736,-74.0711,2021-11-06,6,11,2021,Distrito Capital de Bogotá,44
Hirundo rustica,12.0,4.912746,-74.0298,2021-04-08,8,4,2021,Cundinamarca,14
Cardellina canadensis,1.0,4.917183,-75.08333,2021-10-19,19,10,2021,Tolima,42
Cardellina canadensis,2.0,5.063843,-75.532135,2021-12-22,22,12,2021,Caldas,51
Cardellina canadensis,1.0,6.138528,-75.571045,2021-12-22,22,12,2021,Antioquia,51
Hirundo rustica,1.0,4.572134,-74.14164,2021-11-12,12,11,2021,Distrito Capital de Bogotá,45
Cardellina canadensis,2.0,3.963827,-76.38462,2021-12-21,21,12,2021,Valle del Cauca,51
Hirundo rustica,2.0,3.938889,-77.36528,2021-11-27,27,11,2021,Valle del Cauca,47
Hirundo rustica,4.0,5.490832,-72.93526,2021-11-13,13,11,2021,Boyacá,45
Cardellina canadensis,1.0,4.790753,-75.68878,2021-04-16,16,4,2021,Risaralda,15
Cardellina canadensis,1.0,6.988775,-75.120224,2021-11-07,7,11,2021,Antioquia,45
Cardellina canadensis,1.0,1.071791,-76.73842,2021-10-15,15,10,2021,Putumayo,41
Cardellina canadensis,1.0,1.813787,-75.661255,2021-11-27,27,11,2021,Caquetá,47
Cardellina canadensis,1.0,4.630538,-75.63152,2021-11-15,15,11,2021,Quindío,46
Hirundo rustica,6.0,5.592997,-72.907616,2021-11-06,6,11,2021,Boyacá,44
Cardellina canadensis,3.0,5.34963,-75.73294,2021-10-29,29,10,2021,Risaralda,43
Hirundo rustica,2.0,4.806594,-74.04345,2021-10-02,2,10,2021,Distrito Capital de Bogotá,39
Cardellina canadensis,3.0,4.623321,-75.585594,2021-11-09,9,11,2021,Quindío,45
Hirundo rustica,8.0,4.993412,-75.61849,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,2.0,7.97662,-75.96472,2021-10-02,2,10,2021,Córdoba,39
Hirundo rustica,3.0,12.561214,-81.70742,2021-10-09,9,10,2021,San Andrés Providencia y Santa Catalina,40
Vireo flavoviridis,4.0,8.444687,-76.79197,2021-10-18,18,10,2021,Antioquia,42
Cardellina canadensis,1.0,5.018686,-75.40345,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,1.0,4.599349,-74.35628,2021-10-09,9,10,2021,Cundinamarca,40
Cardellina canadensis,2.0,7.949893,-75.96036,2021-10-02,2,10,2021,Córdoba,39
Cardellina canadensis,0.0,5.063843,-75.532135,2021-11-15,15,11,2021,Caldas,46
Hirundo rustica,1.0,4.730283,-74.14932,2021-10-15,15,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,3.534716,-76.75345,2021-10-31,31,10,2021,Valle del Cauca,44
Cardellina canadensis,1.0,1.124263,-76.61934,2021-11-19,19,11,2021,Putumayo,46
Cardellina canadensis,2.0,1.914254,-76.29499,2021-03-18,18,3,2021,Huila,11
Cardellina canadensis,1.0,6.091071,-75.53438,2021-10-09,9,10,2021,Antioquia,40
Hirundo rustica,16.0,4.843038,-75.81861,2021-10-24,24,10,2021,Risaralda,43
Cardellina canadensis,1.0,1.886681,-76.26317,2021-10-09,9,10,2021,Huila,40
Cardellina canadensis,1.0,5.296987,-75.055115,2021-12-20,20,12,2021,Caldas,51
Hirundo rustica,15.0,4.993412,-75.61849,2021-10-21,21,10,2021,Caldas,42
Hirundo rustica,1.0,12.52119,-81.71432,2021-10-26,26,10,2021,San Andrés Providencia y Santa Catalina,43
Cardellina canadensis,1.0,4.990928,-75.5886,2021-03-12,12,3,2021,Caldas,10
Cardellina canadensis,2.0,1.068444,-76.74356,2021-11-14,14,11,2021,Putumayo,46
Cardellina canadensis,2.0,5.03906,-75.56416,2021-11-14,14,11,2021,Caldas,46
Hirundo rustica,18.0,4.759084,-74.68629,2021-10-25,25,10,2021,Cundinamarca,43
Vireo flavoviridis,2.0,4.658577,-74.09362,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Hirundo rustica,1.0,9.369833,-75.86034,2021-09-18,18,9,2021,Córdoba,37
Hirundo rustica,12.0,3.233508,-76.532455,2021-09-11,11,9,2021,Valle del Cauca,36
Cardellina canadensis,1.0,4.941145,-74.005905,2021-11-04,4,11,2021,Cundinamarca,44
Vireo flavoviridis,1.0,4.612392,-74.36508,2021-10-28,28,10,2021,Cundinamarca,43
Cardellina canadensis,1.0,6.532841,-73.09555,2021-11-25,25,11,2021,Santander,47
Cardellina canadensis,1.0,3.881944,-76.562416,2021-12-07,7,12,2021,Valle del Cauca,49
Hirundo rustica,3.0,5.616743,-73.192055,2021-10-29,29,10,2021,Boyacá,43
Hirundo rustica,1.0,4.668008,-74.08802,2021-09-18,18,9,2021,Distrito Capital de Bogotá,37
Hirundo rustica,2.0,5.254173,-76.11715,2021-11-08,8,11,2021,Risaralda,45
Cardellina canadensis,1.0,5.062753,-75.48241,2021-10-09,9,10,2021,Caldas,40
Hirundo rustica,4.0,3.875448,-76.92794,2021-11-03,3,11,2021,Valle del Cauca,44
Cardellina canadensis,1.0,5.820613,-76.172676,2021-10-09,9,10,2021,Chocó,40
Vireo flavoviridis,2.0,5.064686,-75.59219,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,2.0,5.023696,-75.04591,2021-10-15,15,10,2021,Tolima,41
Cardellina canadensis,2.0,5.063843,-75.532135,2021-10-27,27,10,2021,Caldas,43
Hirundo rustica,83.0,5.33624,-70.77089,2021-02-24,24,2,2021,Casanare,8
Cardellina canadensis,4.0,6.126649,-75.60078,2021-03-16,16,3,2021,Antioquia,11
Hirundo rustica,1.0,12.561214,-81.70742,2021-10-26,26,10,2021,San Andrés Providencia y Santa Catalina,43
Cardellina canadensis,1.0,4.466382,-75.22876,2021-10-09,9,10,2021,Tolima,40
Hirundo rustica,1.0,4.993412,-75.61849,2021-10-14,14,10,2021,Caldas,41
Cardellina canadensis,1.0,4.653688,-74.11259,2021-10-13,13,10,2021,Distrito Capital de Bogotá,41
Cardellina canadensis,3.0,5.458828,-75.1479,2021-11-21,21,11,2021,Caldas,47
Cardellina canadensis,1.0,4.18298,-73.65183,2021-10-30,30,10,2021,Meta,43
Cardellina canadensis,1.0,6.126649,-75.60078,2021-11-30,30,11,2021,Antioquia,48
Hirundo rustica,40.0,11.438774,-73.080246,2021-09-29,29,9,2021,La Guajira,39
Cardellina canadensis,2.0,4.643685,-75.668785,2021-11-03,3,11,2021,Quindío,44
Hirundo rustica,1.0,5.073223,-75.43787,2021-11-25,25,11,2021,Caldas,47
Cardellina canadensis,1.0,5.064686,-75.59219,2021-10-03,3,10,2021,Caldas,40
Cardellina canadensis,1.0,4.599349,-74.35628,2021-03-12,12,3,2021,Cundinamarca,10
Cardellina canadensis,1.0,3.534716,-76.75345,2021-03-05,5,3,2021,Valle del Cauca,9
Cardellina canadensis,1.0,5.386164,-74.94549,2021-10-11,11,10,2021,Caldas,41
Cardellina canadensis,2.0,5.419426,-75.0142,2021-10-17,17,10,2021,Caldas,42
Cardellina canadensis,2.0,5.37311,-75.89102,2021-10-17,17,10,2021,Risaralda,42
Hirundo rustica,200.0,4.411034,-75.13861,2021-10-27,27,10,2021,Tolima,43
Hirundo rustica,300.0,5.042315,-74.4688,2021-10-14,14,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,3.532399,-76.612206,2021-11-26,26,11,2021,Valle del Cauca,47
Hirundo rustica,8.0,4.843038,-75.81861,2021-02-21,21,2,2021,Risaralda,8
Vireo flavoviridis,1.0,5.064686,-75.59219,2021-10-08,8,10,2021,Caldas,40
Vireo flavoviridis,1.0,5.304586,-74.918076,2021-10-09,9,10,2021,Tolima,40
Cardellina canadensis,1.0,5.008706,-75.426216,2021-12-14,14,12,2021,Caldas,50
Hirundo rustica,30.0,5.320314,-73.38953,2021-10-09,9,10,2021,Boyacá,40
Cardellina canadensis,1.0,1.751949,-76.60478,2021-10-09,9,10,2021,Cauca,40
Hirundo rustica,2.0,4.365732,-75.78126,2021-12-19,19,12,2021,Quindío,51
Cardellina canadensis,2.0,5.247701,-76.10525,2021-11-18,18,11,2021,Risaralda,46
Cardellina canadensis,2.0,5.089011,-75.53332,2021-11-15,15,11,2021,Caldas,46
Vireo flavoviridis,1.0,5.170425,-72.551216,2021-09-19,19,9,2021,Casanare,38
Hirundo rustica,2.0,4.806594,-74.04345,2021-10-02,2,10,2021,Distrito Capital de Bogotá,39
Cardellina canadensis,1.0,4.63573,-74.333145,2021-10-10,10,10,2021,Cundinamarca,41
Cardellina canadensis,2.0,5.089011,-75.53332,2021-11-15,15,11,2021,Caldas,46
Cardellina canadensis,1.0,5.330149,-74.92023,2021-04-11,11,4,2021,Caldas,15
Cardellina canadensis,1.0,4.522565,-75.286644,2021-10-09,9,10,2021,Tolima,40
Hirundo rustica,4.0,0.461145,-76.47708,2021-10-23,23,10,2021,Putumayo,42
Cardellina canadensis,1.0,2.426611,-75.46064,2021-10-09,9,10,2021,Huila,40
Cardellina canadensis,4.0,5.018686,-75.40345,2021-11-14,14,11,2021,Caldas,46
Hirundo rustica,2.0,4.996862,-75.61661,2021-11-10,10,11,2021,Caldas,45
Hirundo rustica,2.0,5.254173,-76.11715,2021-11-08,8,11,2021,Risaralda,45
Cardellina canadensis,2.0,5.063631,-75.531715,2021-03-15,15,3,2021,Caldas,11
Cardellina canadensis,1.0,2.642198,-75.64163,2021-11-15,15,11,2021,Huila,46
Cardellina canadensis,1.0,2.075147,-77.0839,2021-11-08,8,11,2021,Cauca,45
Cardellina canadensis,1.0,4.938921,-75.506905,2021-12-21,21,12,2021,Caldas,51
Cardellina canadensis,1.0,5.085088,-75.6187,2021-11-14,14,11,2021,Caldas,46
Hirundo rustica,5.0,5.488639,-72.93269,2021-09-25,25,9,2021,Boyacá,38
Cardellina canadensis,2.0,5.064686,-75.59219,2021-10-19,19,10,2021,Caldas,42
Vireo flavoviridis,1.0,4.367564,-75.69224,2021-10-09,9,10,2021,Quindío,40
Hirundo rustica,42.0,-3.819185,-70.261284,2021-01-27,27,1,2021,Amazonas,4
Hirundo rustica,1.0,4.993412,-75.61849,2021-08-29,29,8,2021,Caldas,35
Hirundo rustica,20.0,10.746667,-75.02128,2021-04-20,20,4,2021,Atlántico,16
Cardellina canadensis,1.0,3.878238,-74.53562,2021-10-09,9,10,2021,Tolima,40
Cardellina canadensis,1.0,4.887923,-73.250694,2021-09-25,25,9,2021,Boyacá,38
Cardellina canadensis,2.0,1.818227,-75.6666,2021-01-23,23,1,2021,Caquetá,3
Cardellina canadensis,1.0,1.660886,-76.10953,2021-11-15,15,11,2021,Huila,46
Hirundo rustica,3.0,12.565095,-81.707565,2021-10-09,9,10,2021,San Andrés Providencia y Santa Catalina,40
Vireo flavoviridis,4.0,11.254223,-73.22452,2021-10-11,11,10,2021,La Guajira,41
Hirundo rustica,7.0,4.605338,-74.15873,2021-09-16,16,9,2021,Distrito Capital de Bogotá,37
Hirundo rustica,18.0,5.468632,-73.71007,2021-11-09,9,11,2021,Boyacá,45
Hirundo rustica,4.0,5.910074,-76.14758,2021-05-08,8,5,2021,Chocó,18
Cardellina canadensis,2.0,4.59545,-74.34113,2021-03-04,4,3,2021,Cundinamarca,9
Cardellina canadensis,1.0,5.026326,-74.328316,2021-04-05,5,4,2021,Cundinamarca,14
Hirundo rustica,20.0,12.503517,-81.71681,2021-04-25,25,4,2021,San Andrés Providencia y Santa Catalina,17
Cardellina canadensis,2.0,5.296987,-75.055115,2021-10-15,15,10,2021,Caldas,41
Hirundo rustica,20.0,5.490268,-72.93376,2021-10-09,9,10,2021,Boyacá,40
Vireo flavoviridis,4.0,10.746667,-75.02128,2021-04-20,20,4,2021,Atlántico,16
Cardellina canadensis,2.0,5.03906,-75.56416,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,1.0,5.064686,-75.59219,2021-11-14,14,11,2021,Caldas,46
Hirundo rustica,1.0,2.892551,-72.13621,2021-10-21,21,10,2021,Meta,42
Hirundo rustica,12.0,0.610373,-76.53927,2021-01-15,15,1,2021,Putumayo,2
Cardellina canadensis,2.0,3.888061,-76.6017,2021-04-15,15,4,2021,Valle del Cauca,15
Cardellina canadensis,1.0,4.658577,-74.09362,2021-10-07,7,10,2021,Distrito Capital de Bogotá,40
Cardellina canadensis,1.0,4.567345,-74.31824,2021-09-25,25,9,2021,Cundinamarca,38
Hirundo rustica,1.0,4.687097,-75.674934,2021-03-10,10,3,2021,Quindío,10
Cardellina canadensis,5.0,6.462698,-73.245346,2021-11-24,24,11,2021,Santander,47
Cardellina canadensis,3.0,5.114087,-75.50638,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,2.0,4.941145,-74.005905,2021-10-24,24,10,2021,Cundinamarca,43
Hirundo rustica,10.0,3.233508,-76.532455,2021-09-11,11,9,2021,Valle del Cauca,36
Hirundo rustica,3.0,11.428918,-73.092155,2021-10-16,16,10,2021,La Guajira,41
Hirundo rustica,1.0,4.431973,-75.863655,2021-03-04,4,3,2021,Quindío,9
Hirundo rustica,1.0,5.169336,-75.97791,2021-10-27,27,10,2021,Risaralda,43
Hirundo rustica,12.0,3.233508,-76.532455,2021-09-11,11,9,2021,Valle del Cauca,36
Cardellina canadensis,2.0,5.330149,-74.92023,2021-03-31,31,3,2021,Caldas,13
Cardellina canadensis,1.0,5.330149,-74.92023,2021-03-28,28,3,2021,Caldas,13
Cardellina canadensis,1.0,5.389137,-75.16648,2021-10-30,30,10,2021,Caldas,43
Cardellina canadensis,1.0,4.474022,-75.22615,2021-10-09,9,10,2021,Tolima,40
Hirundo rustica,4.0,4.607163,-75.81702,2021-01-19,19,1,2021,Quindío,3
Hirundo rustica,4.0,4.336698,-76.24902,2021-12-04,4,12,2021,Valle del Cauca,48
Hirundo rustica,1.0,3.562518,-73.79789,2021-03-27,27,3,2021,Meta,12
Hirundo rustica,15.0,10.749012,-75.263374,2021-05-27,27,5,2021,Bolívar,21
Vireo flavoviridis,1.0,5.029873,-75.41229,2021-10-06,6,10,2021,Caldas,40
Cardellina canadensis,1.0,4.668458,-74.09794,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Hirundo rustica,6.0,8.09116,-76.728775,2021-09-11,11,9,2021,Antioquia,36
Cardellina canadensis,3.0,5.03906,-75.56416,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,3.0,5.035677,-74.536995,2021-12-11,11,12,2021,Cundinamarca,49
Cardellina canadensis,1.0,6.978024,-73.4479,2021-02-26,26,2,2021,Santander,8
Cardellina canadensis,1.0,6.490153,-73.13039,2021-12-07,7,12,2021,Santander,49
Cardellina canadensis,1.0,3.534716,-76.75345,2021-10-02,2,10,2021,Valle del Cauca,39
Cardellina canadensis,2.0,1.818227,-75.6666,2021-03-21,21,3,2021,Caquetá,12
Hirundo rustica,2.0,4.572134,-74.14164,2021-09-14,14,9,2021,Distrito Capital de Bogotá,37
Hirundo rustica,8.0,4.379302,-73.75629,2021-05-08,8,5,2021,Meta,18
Hirundo rustica,23.0,4.402154,-75.13849,2021-03-09,9,3,2021,Tolima,10
Hirundo rustica,5.0,4.898728,-75.87951,2021-10-16,16,10,2021,Risaralda,41
Hirundo rustica,15.0,4.996862,-75.61661,2021-12-04,4,12,2021,Caldas,48
Cardellina canadensis,1.0,2.429525,-76.62516,2021-11-10,10,11,2021,Cauca,45
Hirundo rustica,23.0,6.473524,-75.781975,2021-11-07,7,11,2021,Antioquia,45
Cardellina canadensis,1.0,5.493321,-75.62809,2021-04-19,19,4,2021,Caldas,16
Cardellina canadensis,2.0,5.018686,-75.40345,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,1.0,4.606487,-74.30552,2021-02-27,27,2,2021,Cundinamarca,8
Cardellina canadensis,1.0,3.642039,-76.18004,2021-02-07,7,2,2021,Valle del Cauca,6
Cardellina canadensis,1.0,4.59545,-74.34113,2021-03-07,7,3,2021,Cundinamarca,10
Hirundo rustica,1.0,8.038507,-76.10117,2021-10-09,9,10,2021,Córdoba,40
Cardellina canadensis,1.0,5.044717,-75.47678,2021-04-06,6,4,2021,Caldas,14
Cardellina canadensis,1.0,1.203773,-76.71296,2021-03-30,30,3,2021,Putumayo,13
Cardellina canadensis,1.0,4286.0,-73585.0,2021-11-21,21,11,2021,Meta,47
Hirundo rustica,1.0,2.769959,-77.669365,2021-05-12,12,5,2021,Cauca,19
Cardellina canadensis,1.0,5.944594,-74.8591,2021-10-09,9,10,2021,Antioquia,40
Cardellina canadensis,1.0,5.820613,-76.172676,2021-03-26,26,3,2021,Chocó,12
Cardellina canadensis,1.0,4.986292,-75.550865,2021-11-19,19,11,2021,Caldas,46
Cardellina canadensis,1.0,5.077763,-75.52076,2021-03-27,27,3,2021,Caldas,12
Cardellina canadensis,1.0,5.064686,-75.59219,2021-10-03,3,10,2021,Caldas,40
Hirundo rustica,2.0,12.536969,-81.71108,2021-11-21,21,11,2021,San Andrés Providencia y Santa Catalina,47
Hirundo rustica,2.0,5.085088,-75.6187,2021-11-13,13,11,2021,Caldas,45
Hirundo rustica,4.0,4.402154,-75.13849,2021-03-30,30,3,2021,Tolima,13
Hirundo rustica,20.0,3.568883,-73.67048,2021-04-11,11,4,2021,Meta,15
Vireo flavoviridis,1.0,1.142843,-76.34967,2021-04-10,10,4,2021,Cauca,14
Cardellina canadensis,3.0,4.665875,-74.11446,2021-10-23,23,10,2021,Distrito Capital de Bogotá,42
Cardellina canadensis,1.0,1.73552,-75.980064,2021-10-09,9,10,2021,Huila,40
Hirundo rustica,6.0,1.818792,-78.82933,2021-03-12,12,3,2021,Nariño,10
Cardellina canadensis,1.0,2.152516,-75.535065,2021-02-14,14,2,2021,Huila,7
Hirundo rustica,15.0,4.993412,-75.61849,2021-08-28,28,8,2021,Caldas,34
Hirundo rustica,3.0,8.478271,-76.79915,2021-10-09,9,10,2021,Antioquia,40
Cardellina canadensis,1.0,5.064686,-75.59219,2021-12-17,17,12,2021,Caldas,50
Cardellina canadensis,1.0,4.187503,-73.655525,2021-11-27,27,11,2021,Meta,47
Cardellina canadensis,1.0,6.988775,-75.120224,2021-10-01,1,10,2021,Antioquia,39
Cardellina canadensis,2.0,4.944456,-75.53103,2021-01-10,10,1,2021,Caldas,2
Cardellina canadensis,1.0,3.548972,-76.63003,2021-01-22,22,1,2021,Valle del Cauca,3
Cardellina canadensis,1.0,6.310181,-75.06965,2021-10-16,16,10,2021,Antioquia,41
Hirundo rustica,34.0,4.402154,-75.13849,2021-03-26,26,3,2021,Tolima,12
Cardellina canadensis,1.0,4.702059,-75.53586,2021-04-09,9,4,2021,Risaralda,14
Hirundo rustica,3.0,5.33624,-70.77089,2021-02-23,23,2,2021,Casanare,8
Cardellina canadensis,2.0,3.53493,-76.75348,2021-02-09,9,2,2021,Valle del Cauca,6
Cardellina canadensis,1.0,4.762004,-76.21913,2021-02-07,7,2,2021,Valle del Cauca,6
Vireo flavoviridis,1.0,1.219029,-70.24424,2021-02-17,17,2,2021,Vaupés,7
Cardellina canadensis,1.0,5.296987,-75.055115,2021-10-03,3,10,2021,Caldas,40
Vireo flavoviridis,1.0,2.935795,-75.24706,2021-10-03,3,10,2021,Huila,40
Cardellina canadensis,1.0,3.535917,-76.61494,2021-03-27,27,3,2021,Valle del Cauca,12
Cardellina canadensis,1.0,4.674317,-74.057014,2021-10-15,15,10,2021,Distrito Capital de Bogotá,41
Hirundo rustica,8.0,-3.781046,-70.395195,2021-01-07,7,1,2021,Amazonas,1
Cardellina canadensis,1.0,4.711592,-75.67069,2021-04-01,1,4,2021,Risaralda,13
Cardellina canadensis,1.0,4.63573,-74.333145,2021-10-10,10,10,2021,Cundinamarca,41
Hirundo rustica,1.0,4.73096,-74.13421,2021-09-01,1,9,2021,Cundinamarca,35
Cardellina canadensis,2.0,3.408498,-76.64959,2021-12-19,19,12,2021,Valle del Cauca,51
Hirundo rustica,2.0,11.306463,-73.11092,2021-08-22,22,8,2021,La Guajira,34
Cardellina canadensis,1.0,4.683247,-74.358444,2021-10-03,3,10,2021,Cundinamarca,40
Cardellina canadensis,1.0,5.271345,-75.067726,2021-11-01,1,11,2021,Caldas,44
Cardellina canadensis,1.0,4.275389,-73.58915,2021-10-17,17,10,2021,Meta,42
Cardellina canadensis,1.0,3.534716,-76.75345,2021-11-04,4,11,2021,Valle del Cauca,44
Hirundo rustica,1.0,12.561214,-81.70742,2021-10-21,21,10,2021,San Andrés Providencia y Santa Catalina,42
Hirundo rustica,4.0,3.875448,-76.92794,2021-11-03,3,11,2021,Valle del Cauca,44
Vireo flavoviridis,2.0,11.286695,-73.219666,2021-10-01,1,10,2021,La Guajira,39
Cardellina canadensis,1.0,4.59545,-74.34113,2021-03-07,7,3,2021,Cundinamarca,10
Hirundo rustica,4.0,12.548458,-81.72005,2021-10-19,19,10,2021,San Andrés Providencia y Santa Catalina,42
Hirundo rustica,25.0,11.418022,-73.09156,2021-04-02,2,4,2021,La Guajira,13
Cardellina canadensis,1.0,4.702059,-75.53586,2021-04-05,5,4,2021,Risaralda,14
Hirundo rustica,1.0,5.085088,-75.6187,2021-11-13,13,11,2021,Caldas,45
Vireo flavoviridis,1.0,6.050124,-74.26246,2021-03-26,26,3,2021,Boyacá,12
Cardellina canadensis,2.0,8.005818,-76.07563,2021-02-22,22,2,2021,Córdoba,8
Cardellina canadensis,1.0,5.122063,-75.94239,2021-01-07,7,1,2021,Risaralda,1
Cardellina canadensis,3.0,4.474022,-75.22615,2021-04-01,1,4,2021,Tolima,13
Hirundo rustica,2.0,12.589567,-81.70033,2021-10-09,9,10,2021,Santander,40
Hirundo rustica,1.0,5.763333,-73.12024,2021-12-05,5,12,2021,Boyacá,49
Hirundo rustica,2.0,4.841441,-74.84435,2021-10-02,2,10,2021,Tolima,39
Vireo flavoviridis,1.0,5.482658,-74.17089,2021-10-17,17,10,2021,Boyacá,42
Cardellina canadensis,1.0,5.066063,-75.53167,2021-11-11,11,11,2021,Caldas,45
Cardellina canadensis,1.0,4.320415,-75.70763,2021-03-29,29,3,2021,Quindío,13
Hirundo rustica,0.0,2.675443,-76.532845,2021-05-08,8,5,2021,Cauca,18
Cardellina canadensis,1.0,4.18298,-73.65183,2021-03-29,29,3,2021,Meta,13
Hirundo rustica,1.0,6.13936,-77.403404,2021-03-21,21,3,2021,Chocó,12
Hirundo rustica,2.0,3.881371,-76.3509,2021-04-15,15,4,2021,Valle del Cauca,15
Hirundo rustica,3.0,9.30519,-75.41071,2021-05-07,7,5,2021,Sucre,18
Hirundo rustica,1.0,6.13936,-77.403404,2021-03-21,21,3,2021,Chocó,12
Cardellina canadensis,1.0,4.459723,-75.22032,2021-12-30,30,12,2021,Tolima,52
Cardellina canadensis,2.0,4.590816,-74.34298,2021-01-11,11,1,2021,Cundinamarca,2
Hirundo rustica,1.0,4.711549,-74.13397,2021-09-02,2,9,2021,Distrito Capital de Bogotá,35
Cardellina canadensis,1.0,4.4153,-75.445755,2021-01-09,9,1,2021,Tolima,1
Hirundo rustica,10.0,3.975924,-67.97699,2021-11-03,3,11,2021,Vichada,44
Hirundo rustica,22.0,6.112867,-70.92738,2021-03-18,18,3,2021,Casanare,11
