verbatimScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,stateProvince,week
Cardellina canadensis,1.0,6.861838,-73.38735,2021-11-14,14,11,2021,Santander,46
Hirundo rustica,5.0,4.181748,-67.785034,2021-11-04,4,11,2021,Vichada,44
Cardellina canadensis,2.0,4.60591,-74.055786,2021-09-26,26,9,2021,Distrito Capital de Bogotá,39
Hirundo rustica,10.0,4.996862,-75.61661,2021-09-15,15,9,2021,Caldas,37
Cardellina canadensis,1.0,5.588131,-75.86,2021-02-18,18,2,2021,Antioquia,7
Cardellina canadensis,1.0,4.730283,-74.14932,2021-10-15,15,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,1.005781,-76.67062,2021-12-15,15,12,2021,Putumayo,50
Cardellina canadensis,1.0,3.565273,-76.75777,2021-10-31,31,10,2021,Valle del Cauca,44
Hirundo rustica,10.0,5.910993,-74.64157,2021-12-02,2,12,2021,Antioquia,48
Cardellina canadensis,1.0,2.484645,-76.70785,2021-11-26,26,11,2021,Cauca,47
Cardellina canadensis,1.0,3.55992,-76.56353,2021-01-02,2,1,2021,Valle del Cauca,0
Cardellina canadensis,2.0,4.637669,-75.48847,2021-02-16,16,2,2021,Quindío,7
Cardellina canadensis,1.0,6.536618,-73.09138,2021-11-25,25,11,2021,Santander,47
Cardellina canadensis,1.0,1.824849,-75.66524,2021-01-23,23,1,2021,Caquetá,3
Cardellina canadensis,2.0,4.606487,-74.30552,2021-12-15,15,12,2021,Cundinamarca,50
Hirundo rustica,12.0,5.490832,-72.93526,2021-10-23,23,10,2021,Boyacá,42
Hirundo rustica,10.0,5.496466,-72.95918,2021-10-23,23,10,2021,Boyacá,42
Vireo flavoviridis,1.0,1.426616,-75.8869,2021-11-21,21,11,2021,Caquetá,47
Hirundo rustica,1.0,12.586817,-81.69854,2021-10-16,16,10,2021,Santander,41
Cardellina canadensis,1.0,5.191817,-75.95746,2021-11-27,27,11,2021,Risaralda,47
Cardellina canadensis,1.0,4.702059,-75.53586,2021-12-04,4,12,2021,Risaralda,48
Cardellina canadensis,1.0,6.536618,-73.09138,2021-11-25,25,11,2021,Santander,47
Vireo flavoviridis,6.0,4.655231,-74.09474,2021-10-02,2,10,2021,Distrito Capital de Bogotá,39
Cardellina canadensis,1.0,5.0275,-75.47583,2021-03-06,6,3,2021,Caldas,9
Vireo flavoviridis,1.0,9.93459,-75.11299,2021-10-09,9,10,2021,Bolívar,40
Cardellina canadensis,2.0,2.416516,-76.62041,2021-03-13,13,3,2021,Cauca,10
Cardellina canadensis,1.0,5.110241,-74.63863,2021-02-22,22,2,2021,Cundinamarca,8
Cardellina canadensis,1.0,4.725504,-75.57157,2021-11-26,26,11,2021,Risaralda,47
Cardellina canadensis,1.0,4.730898,-75.57691,2021-02-03,3,2,2021,Risaralda,5
Hirundo rustica,10.0,8.141856,-73.48429,2021-03-08,8,3,2021,Cesar,10
Vireo flavoviridis,4.0,4.524415,-74.302345,2021-10-26,26,10,2021,Cundinamarca,43
Cardellina canadensis,2.0,3.579109,-76.59916,2021-10-09,9,10,2021,Valle del Cauca,40
Cardellina canadensis,1.0,6.493863,-73.13572,2021-12-04,4,12,2021,Santander,48
Cardellina canadensis,1.0,5.066063,-75.53167,2021-11-12,12,11,2021,Caldas,45
Hirundo rustica,2.0,10.275302,-75.54328,2021-04-13,13,4,2021,Bolívar,15
Cardellina canadensis,2.0,5.089011,-75.53332,2021-11-15,15,11,2021,Caldas,46
Hirundo rustica,5.0,4.402154,-75.13849,2021-02-05,5,2,2021,Tolima,5
Cardellina canadensis,1.0,6.861838,-73.38735,2021-11-14,14,11,2021,Santander,46
Cardellina canadensis,1.0,3.408498,-76.64959,2021-03-06,6,3,2021,Valle del Cauca,9
Vireo flavoviridis,1.0,4.720362,-74.11196,2021-10-01,1,10,2021,Distrito Capital de Bogotá,39
Cardellina canadensis,3.0,4.614808,-74.311295,2021-10-02,2,10,2021,Cundinamarca,39
Cardellina canadensis,1.0,5.063843,-75.532135,2021-12-03,3,12,2021,Caldas,48
Cardellina canadensis,3.0,1.720132,-76.11933,2021-10-08,8,10,2021,Huila,40
Cardellina canadensis,1.0,7.110817,-73.14107,2021-10-09,9,10,2021,Santander,40
Vireo flavoviridis,1.0,11.231988,-74.040985,2021-10-09,9,10,2021,Magdalena,40
Cardellina canadensis,1.0,4.377674,-75.6872,2021-10-31,31,10,2021,Quindío,44
Cardellina canadensis,1.0,4.996176,-75.40908,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,1.0,6.005533,-75896.0,2021-01-04,4,1,2021,Antioquia,1
Hirundo rustica,5.0,13.36417,-81.3595,2021-10-06,6,10,2021,San Andrés Providencia y Santa Catalina,40
Cardellina canadensis,1.0,4.613954,-74.34684,2021-11-29,29,11,2021,Cundinamarca,48
Cardellina canadensis,1.0,6.567439,-73.03317,2021-12-02,2,12,2021,Santander,48
Hirundo rustica,2.0,12.505391,-81.725136,2021-10-11,11,10,2021,San Andrés Providencia y Santa Catalina,41
Hirundo rustica,10.0,5.910993,-74.64157,2021-12-02,2,12,2021,Antioquia,48
Cardellina canadensis,1.0,4.18298,-73.65183,2021-12-11,11,12,2021,Meta,49
Cardellina canadensis,5.0,3.545645,-76.566475,2021-04-10,10,4,2021,Valle del Cauca,14
Cardellina canadensis,2.0,5.03906,-75.56416,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,1.0,4.946553,-74.42664,2021-03-21,21,3,2021,Cundinamarca,12
Cardellina canadensis,1.0,4.18298,-73.65183,2021-10-13,13,10,2021,Meta,41
Hirundo rustica,5.0,4.655231,-74.09474,2021-10-02,2,10,2021,Distrito Capital de Bogotá,39
Hirundo rustica,7.0,4.415554,-75.84547,2021-01-06,6,1,2021,Quindío,1
Cardellina canadensis,1.0,5.59662,-75.82159,2021-01-11,11,1,2021,Antioquia,2
Cardellina canadensis,1.0,6.493192,-73.19097,2021-12-15,15,12,2021,Santander,50
Cardellina canadensis,2.0,4.703625,-75.53791,2021-02-02,2,2,2021,Risaralda,5
Hirundo rustica,2.0,12.581682,-81.68818,2021-04-16,16,4,2021,San Andrés Providencia y Santa Catalina,15
Cardellina canadensis,4.0,4.665875,-74.11446,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Cardellina canadensis,1.0,5.067209,-75.52922,2021-01-16,16,1,2021,Caldas,2
Cardellina canadensis,1.0,4.932284,-75.02764,2021-01-03,3,1,2021,Tolima,1
Cardellina canadensis,1.0,5.670052,-75.71704,2021-10-27,27,10,2021,Antioquia,43
Vireo flavoviridis,1.0,4.98406,-74.29104,2021-11-14,14,11,2021,Cundinamarca,46
Cardellina canadensis,2.0,4.273772,-73.58589,2021-11-21,21,11,2021,Meta,47
Cardellina canadensis,1.0,3.616087,-76.883965,2021-12-07,7,12,2021,Valle del Cauca,49
Cardellina canadensis,1.0,4.606487,-74.30552,2021-12-28,28,12,2021,Cundinamarca,52
Cardellina canadensis,1.0,5.069488,-75.44134,2021-11-23,23,11,2021,Caldas,47
Cardellina canadensis,3.0,5.419426,-75.0142,2021-10-18,18,10,2021,Caldas,42
Cardellina canadensis,1.0,5.026326,-74.328316,2021-10-15,15,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,3.5738,-76.6198,2021-11-30,30,11,2021,Valle del Cauca,48
Cardellina canadensis,1.0,5.429311,-75.06321,2021-10-17,17,10,2021,Caldas,42
Cardellina canadensis,1.0,3.530235,-76.61285,2021-02-17,17,2,2021,Valle del Cauca,7
Cardellina canadensis,1.0,7.102923,-73.085464,2021-12-26,26,12,2021,Santander,52
Cardellina canadensis,2.0,5.820613,-76.172676,2021-11-12,12,11,2021,Chocó,45
Cardellina canadensis,2.0,5.419426,-75.0142,2021-10-17,17,10,2021,Caldas,42
Cardellina canadensis,1.0,6.988775,-75.120224,2021-02-05,5,2,2021,Antioquia,5
Vireo flavoviridis,1.0,1.220583,-70.2384,2021-04-13,13,4,2021,Vaupés,15
Cardellina canadensis,1.0,5.594214,-75.81623,2021-04-14,14,4,2021,Antioquia,15
Cardellina canadensis,1.0,4.367564,-75.69224,2021-12-19,19,12,2021,Quindío,51
Hirundo rustica,1.0,4.993412,-75.61849,2021-08-29,29,8,2021,Caldas,35
Cardellina canadensis,1.0,4.761416,-74.1027,2021-03-20,20,3,2021,Distrito Capital de Bogotá,11
Cardellina canadensis,1.0,5.59662,-75.82159,2021-11-13,13,11,2021,Antioquia,45
Hirundo rustica,8.0,4.993412,-75.61849,2021-11-14,14,11,2021,Caldas,46
Hirundo rustica,2.0,5.085088,-75.6187,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,2.0,4.612392,-74.36508,2021-10-13,13,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,4.986292,-75.550865,2021-01-23,23,1,2021,Caldas,3
Cardellina canadensis,1.0,4.708236,-75.60339,2021-11-19,19,11,2021,Risaralda,46
Cardellina canadensis,1.0,3.538795,-76.6062,2021-11-06,6,11,2021,Valle del Cauca,44
Cardellina canadensis,1.0,5.304586,-74.918076,2021-10-09,9,10,2021,Tolima,40
Hirundo rustica,17.0,4.539559,-74.069145,2021-10-15,15,10,2021,Distrito Capital de Bogotá,41
Hirundo rustica,1.0,11.431676,-73.08614,2021-10-01,1,10,2021,La Guajira,39
Cardellina canadensis,1.0,6.988775,-75.120224,2021-02-15,15,2,2021,Antioquia,7
Cardellina canadensis,1.0,5.59662,-75.82159,2021-11-13,13,11,2021,Antioquia,45
Cardellina canadensis,1.0,5.949829,-74.86195,2021-10-01,1,10,2021,Antioquia,39
Hirundo rustica,1.0,5.134122,-75.70037,2021-03-17,17,3,2021,Caldas,11
Hirundo rustica,1.0,5.33624,-70.77089,2021-02-23,23,2,2021,Casanare,8
Hirundo rustica,1.0,1.310427,-71.96635,2021-10-09,9,10,2021,Guaviare,40
Cardellina canadensis,1.0,4.567345,-74.31824,2021-09-25,25,9,2021,Cundinamarca,38
Hirundo rustica,49.0,4.402154,-75.13849,2021-03-04,4,3,2021,Tolima,9
Cardellina canadensis,1.0,5.073223,-75.43787,2021-11-17,17,11,2021,Caldas,46
Cardellina canadensis,1.0,7.108505,-73.07826,2021-11-15,15,11,2021,Santander,46
Cardellina canadensis,2.0,4.844771,-75.71684,2021-02-14,14,2,2021,Risaralda,7
Cardellina canadensis,1.0,4.711592,-75.67069,2021-04-01,1,4,2021,Risaralda,13
Hirundo rustica,12.0,10.282689,-75.52105,2021-04-21,21,4,2021,Bolívar,16
Cardellina canadensis,1.0,5.042315,-74.4688,2021-10-01,1,10,2021,Cundinamarca,39
Hirundo rustica,2.0,8.439869,-75.74979,2021-02-21,21,2,2021,Córdoba,8
Hirundo rustica,43.0,5.490832,-72.93526,2021-10-23,23,10,2021,Boyacá,42
Cardellina canadensis,1.0,5.415238,-74.95853,2021-10-25,25,10,2021,Caldas,43
Cardellina canadensis,1.0,5.5881,-75.86704,2021-02-05,5,2,2021,Antioquia,5
Cardellina canadensis,1.0,3.555287,-76.57913,2021-03-08,8,3,2021,Valle del Cauca,10
Hirundo rustica,1.0,1.338913,-71.94029,2021-09-02,2,9,2021,Guaviare,35
Cardellina canadensis,2.0,4.879846,-73.25189,2021-11-20,20,11,2021,Boyacá,46
Hirundo rustica,3.0,7.778137,-76.87417,2021-10-18,18,10,2021,Antioquia,42
Hirundo rustica,1.0,3.886078,-67.939354,2021-11-03,3,11,2021,Guainía,44
Cardellina canadensis,2.0,4.59545,-74.34113,2021-02-05,5,2,2021,Cundinamarca,5
Cardellina canadensis,1.0,4.725504,-75.57157,2021-11-15,15,11,2021,Risaralda,46
Cardellina canadensis,2.0,4.720051,-75.565125,2021-11-03,3,11,2021,Risaralda,44
Cardellina canadensis,1.0,5.069624,-75.44412,2021-11-12,12,11,2021,Caldas,45
Cardellina canadensis,1.0,5.085088,-75.6187,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,1.0,4.623321,-75.585594,2021-02-18,18,2,2021,Quindío,7
Hirundo rustica,10.0,8.478271,-76.79915,2021-10-03,3,10,2021,Antioquia,40
Hirundo rustica,1.0,12.536969,-81.71108,2021-05-08,8,5,2021,San Andrés Providencia y Santa Catalina,18
Cardellina canadensis,1.0,5.035644,-75.570435,2021-12-03,3,12,2021,Caldas,48
Hirundo rustica,23.0,6.013162,-71.298195,2021-03-03,3,3,2021,Casanare,9
Hirundo rustica,10.0,3.967719,-67.96699,2021-12-15,15,12,2021,Vichada,50
Hirundo rustica,6.0,7.82038,-73.39731,2021-02-13,13,2,2021,Cesar,6
Vireo flavoviridis,2.0,8.005818,-76.07563,2021-02-23,23,2,2021,Córdoba,8
Hirundo rustica,9.0,5.436382,-73.7296,2021-11-08,8,11,2021,Cundinamarca,45
Hirundo rustica,9.0,5.587985,-72.903854,2021-10-22,22,10,2021,Boyacá,42
Cardellina canadensis,1.0,5.090581,-75.531746,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,3.0,5.697874,-74.05211,2021-10-09,9,10,2021,Boyacá,40
Cardellina canadensis,1.0,4.695529,-75.64492,2021-10-30,30,10,2021,Quindío,43
Cardellina canadensis,1.0,3.51858,-76.61845,2021-12-12,12,12,2021,Valle del Cauca,50
Cardellina canadensis,1.0,3.881944,-76.562416,2021-01-04,4,1,2021,Valle del Cauca,1
Cardellina canadensis,1.0,6.481411,-73.14232,2021-11-27,27,11,2021,Santander,47
Hirundo rustica,1.0,5.256927,-71.78316,2021-03-03,3,3,2021,Casanare,9
Cardellina canadensis,8.0,1.887247,-76.29516,2021-12-08,8,12,2021,Huila,49
Hirundo rustica,1.0,5.461027,-73.76981,2021-12-01,1,12,2021,Cundinamarca,48
Hirundo rustica,21.0,4.941145,-74.005905,2021-11-04,4,11,2021,Cundinamarca,44
Cardellina canadensis,2.0,5.026326,-74.328316,2021-11-14,14,11,2021,Cundinamarca,46
Cardellina canadensis,1.0,5.162792,-73.01072,2021-11-03,3,11,2021,Boyacá,44
Cardellina canadensis,2.0,0.648244,-77.06748,2021-01-10,10,1,2021,Putumayo,2
Cardellina canadensis,1.0,5.064686,-75.59219,2021-12-26,26,12,2021,Caldas,52
Cardellina canadensis,4.0,4.665875,-74.11446,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Cardellina canadensis,1.0,4.605685,-74.055534,2021-09-22,22,9,2021,Distrito Capital de Bogotá,38
Cardellina canadensis,1.0,3.534716,-76.75345,2021-10-31,31,10,2021,Valle del Cauca,44
Vireo flavoviridis,1.0,11.291472,-73.21864,2021-10-28,28,10,2021,La Guajira,43
Cardellina canadensis,1.0,6.978024,-73.4479,2021-12-03,3,12,2021,Santander,48
Hirundo rustica,1.0,6.978024,-73.4479,2021-05-14,14,5,2021,Santander,19
Cardellina canadensis,2.0,4.65195,-75.575226,2021-03-09,9,3,2021,Quindío,10
Cardellina canadensis,1.0,6.988775,-75.120224,2021-12-06,6,12,2021,Antioquia,49
Cardellina canadensis,1.0,4.599349,-74.35628,2021-02-06,6,2,2021,Cundinamarca,5
Hirundo rustica,11.0,4.402154,-75.13849,2021-04-11,11,4,2021,Tolima,15
Hirundo rustica,2.0,5.118705,-73.13575,2021-11-15,15,11,2021,Boyacá,46
Cardellina canadensis,2.0,8.00601,-76.0774,2021-03-02,2,3,2021,Córdoba,9
Cardellina canadensis,4.0,4.665875,-74.11446,2021-10-24,24,10,2021,Distrito Capital de Bogotá,43
Cardellina canadensis,5.0,4.625232,-75.45317,2021-10-19,19,10,2021,Quindío,42
Cardellina canadensis,8.0,5.064686,-75.59219,2021-10-30,30,10,2021,Caldas,43
Cardellina canadensis,2.0,5.067776,-74.41526,2021-10-19,19,10,2021,Cundinamarca,42
Hirundo rustica,16.0,4.843038,-75.81861,2021-10-24,24,10,2021,Risaralda,43
Hirundo rustica,8.0,12.586125,-81.70217,2021-10-27,27,10,2021,San Andrés Providencia y Santa Catalina,43
Cardellina canadensis,8.0,4.606487,-74.30552,2021-10-09,9,10,2021,Cundinamarca,40
Hirundo rustica,27.0,6.012357,-71.36048,2021-03-03,3,3,2021,Casanare,9
Cardellina canadensis,2.0,4.180411,-75.736465,2021-03-15,15,3,2021,Quindío,11
Cardellina canadensis,3.0,5.152389,-75.04408,2021-10-17,17,10,2021,Tolima,42
Vireo flavoviridis,1.0,5.482658,-74.17089,2021-10-17,17,10,2021,Boyacá,42
Hirundo rustica,3.0,4.722935,-74.14027,2021-09-04,4,9,2021,Distrito Capital de Bogotá,35
Vireo flavoviridis,1.0,0.796595,-76.58933,2021-01-17,17,1,2021,Putumayo,3
Cardellina canadensis,2.0,3.443232,-76.62895,2021-10-07,7,10,2021,Valle del Cauca,40
Hirundo rustica,0.0,7.04717,-73.35864,2021-11-20,20,11,2021,Santander,46
Cardellina canadensis,2.0,4.59545,-74.34113,2021-01-08,8,1,2021,Cundinamarca,1
Cardellina canadensis,1.0,6.861838,-73.38735,2021-11-14,14,11,2021,Santander,46
Cardellina canadensis,1.0,6.852191,-73.37682,2021-04-04,4,4,2021,Santander,14
Cardellina canadensis,2.0,5.795153,-73.45709,2021-10-26,26,10,2021,Santander,43
Cardellina canadensis,1.0,5.61086,-75.83667,2021-02-17,17,2,2021,Antioquia,7
Vireo flavoviridis,2.0,6.554974,-75.83291,2021-11-27,27,11,2021,Antioquia,47
Cardellina canadensis,1.0,4.702022,-74.07328,2021-12-04,4,12,2021,Distrito Capital de Bogotá,48
Hirundo rustica,1.0,3.348413,-76.56986,2021-10-03,3,10,2021,Valle del Cauca,40
Cardellina canadensis,1.0,2.301057,-75.87543,2021-10-26,26,10,2021,Huila,43
Cardellina canadensis,1.0,4286.0,-73585.0,2021-11-21,21,11,2021,Meta,47
Cardellina canadensis,2.0,5.748932,-75.70482,2021-11-20,20,11,2021,Antioquia,46
Cardellina canadensis,1.0,4.54806,-75.66007,2021-02-15,15,2,2021,Quindío,7
Cardellina canadensis,1.0,5.224494,-76.06142,2021-10-17,17,10,2021,Risaralda,42
Cardellina canadensis,1.0,5.429311,-75.06321,2021-10-17,17,10,2021,Caldas,42
Cardellina canadensis,2.0,4.658577,-74.09362,2021-10-11,11,10,2021,Distrito Capital de Bogotá,41
Cardellina canadensis,1.0,6.234623,-75.57863,2021-11-15,15,11,2021,Antioquia,46
Cardellina canadensis,1.0,5.820613,-76.172676,2021-11-21,21,11,2021,Chocó,47
Hirundo rustica,11.0,8.478271,-76.79915,2021-02-25,25,2,2021,Antioquia,8
Cardellina canadensis,2.0,1.712328,-75.723976,2021-10-09,9,10,2021,Caquetá,40
Hirundo rustica,37.0,4.402154,-75.13849,2021-04-08,8,4,2021,Tolima,14
Cardellina canadensis,2.0,5.026326,-74.328316,2021-11-06,6,11,2021,Cundinamarca,44
Cardellina canadensis,1.0,1.720132,-76.11933,2021-12-19,19,12,2021,Huila,51
Cardellina canadensis,2.0,5.390938,-74.928444,2021-10-25,25,10,2021,Caldas,43
Cardellina canadensis,1.0,5.063631,-75.531715,2021-03-15,15,3,2021,Caldas,11
Cardellina canadensis,1.0,4.630538,-75.63152,2021-04-04,4,4,2021,Quindío,14
Hirundo rustica,20.0,3.546035,-73.681404,2021-03-29,29,3,2021,Meta,13
Cardellina canadensis,1.0,4.630538,-75.63152,2021-11-15,15,11,2021,Quindío,46
Hirundo rustica,25.0,3.564412,-73.69076,2021-04-11,11,4,2021,Meta,15
Cardellina canadensis,2.0,4.54806,-75.66007,2021-12-28,28,12,2021,Quindío,52
Cardellina canadensis,1.0,1.887247,-76.29516,2021-11-05,5,11,2021,Huila,44
Cardellina canadensis,1.0,4.730283,-74.14932,2021-10-15,15,10,2021,Cundinamarca,41
Cardellina canadensis,1.0,5.896736,-74.85686,2021-11-04,4,11,2021,Antioquia,44
Cardellina canadensis,0.0,6.84178,-73.38869,2021-11-21,21,11,2021,Santander,47
Hirundo rustica,1.0,3.835656,-76.38429,2021-11-06,6,11,2021,Valle del Cauca,44
Cardellina canadensis,2.0,4.647697,-75.57952,2021-11-14,14,11,2021,Quindío,46
Cardellina canadensis,2.0,4.357184,-75.73694,2021-12-19,19,12,2021,Quindío,51
Hirundo rustica,6.0,12.489564,-81.72865,2021-10-10,10,10,2021,San Andrés Providencia y Santa Catalina,41
Hirundo rustica,5.0,-3.87021,-70.20447,2021-01-05,5,1,2021,Amazonas,1
Cardellina canadensis,1.0,4.613954,-74.34684,2021-11-08,8,11,2021,Cundinamarca,45
Hirundo rustica,21.0,3.277286,-76.506294,2021-01-18,18,1,2021,Valle del Cauca,3
Cardellina canadensis,1.0,1.784191,-76.031685,2021-10-14,14,10,2021,Huila,41
Cardellina canadensis,1.0,4.567345,-74.31824,2021-10-09,9,10,2021,Cundinamarca,40
Cardellina canadensis,2.0,5.063843,-75.532135,2021-10-09,9,10,2021,Caldas,40
Cardellina canadensis,0.0,6.12975,-75.60019,2021-11-28,28,11,2021,Antioquia,48
Cardellina canadensis,2.0,5.304824,-74.91991,2021-10-09,9,10,2021,Tolima,40
Cardellina canadensis,2.0,5.820613,-76.172676,2021-11-12,12,11,2021,Chocó,45
Cardellina canadensis,1.0,2.484645,-76.70785,2021-11-26,26,11,2021,Cauca,47
Cardellina canadensis,1.0,4.488156,-75.642975,2021-10-09,9,10,2021,Quindío,40
Vireo flavoviridis,3.0,10.389701,-73.01949,2021-10-09,9,10,2021,Cesar,40
Hirundo rustica,1.0,4.730283,-74.14932,2021-08-26,26,8,2021,Cundinamarca,34
Cardellina canadensis,2.0,4.323279,-75.70668,2021-12-19,19,12,2021,Quindío,51
Cardellina canadensis,2.0,4.932284,-75.02764,2021-10-09,9,10,2021,Tolima,40
Vireo flavoviridis,1.0,6.492045,-73.22175,2021-10-09,9,10,2021,Santander,40
Cardellina canadensis,1.0,2.426416,-75.460556,2021-10-09,9,10,2021,Huila,40
Cardellina canadensis,1.0,5.330149,-74.92023,2021-11-28,28,11,2021,Caldas,48
Cardellina canadensis,1.0,3.344049,-76.55293,2021-10-02,2,10,2021,Valle del Cauca,39
Cardellina canadensis,1.0,2.484645,-76.70785,2021-11-26,26,11,2021,Cauca,47
Vireo flavoviridis,10.0,0.351085,-76.49756,2021-12-16,16,12,2021,Putumayo,50
Hirundo rustica,55.0,4.415554,-75.84547,2021-02-06,6,2,2021,Quindío,5
Hirundo rustica,4.0,13.322355,-81.38424,2021-10-06,6,10,2021,San Andrés Providencia y Santa Catalina,40
Cardellina canadensis,2.0,0.648244,-77.06748,2021-12-26,26,12,2021,Putumayo,52
Cardellina canadensis,1.0,2.151714,-75.53731,2021-02-23,23,2,2021,Huila,8
Cardellina canadensis,1.0,6.532878,-73.095535,2021-12-09,9,12,2021,Santander,49
Hirundo rustica,4.0,13.343835,-81.38951,2021-10-07,7,10,2021,San Andrés Providencia y Santa Catalina,40
Hirundo rustica,22.0,11.299363,-73.223404,2021-10-23,23,10,2021,La Guajira,42
Hirundo rustica,50.0,12.536969,-81.71108,2021-10-09,9,10,2021,San Andrés Providencia y Santa Catalina,40
Vireo flavoviridis,1.0,4.664182,-74.11713,2021-11-01,1,11,2021,Distrito Capital de Bogotá,44
Hirundo rustica,300.0,4.205641,-74.85476,2021-11-25,25,11,2021,Tolima,47
Cardellina canadensis,1.0,6.852191,-73.37682,2021-10-22,22,10,2021,Santander,42
Cardellina canadensis,2.0,3.574758,-76.58129,2021-02-20,20,2,2021,Valle del Cauca,7
Cardellina canadensis,2.0,5.296987,-75.055115,2021-01-16,16,1,2021,Caldas,2
Hirundo rustica,6.0,4.993412,-75.61849,2021-12-18,18,12,2021,Caldas,50
Cardellina canadensis,2.0,4.932284,-75.02764,2021-12-31,31,12,2021,Tolima,52
Cardellina canadensis,2.0,6.138528,-75.571045,2021-02-13,13,2,2021,Antioquia,6
Cardellina canadensis,2.0,4.985508,-75.49211,2021-11-17,17,11,2021,Caldas,46
Cardellina canadensis,1.0,4.336141,-74.4764,2021-01-16,16,1,2021,Cundinamarca,2
Hirundo rustica,3.0,4.950268,-73.95247,2021-10-29,29,10,2021,Cundinamarca,43
Hirundo rustica,4.0,1.271005,-70.20196,2021-11-19,19,11,2021,Vaupés,46
Cardellina canadensis,1.0,6.126649,-75.60078,2021-10-04,4,10,2021,Antioquia,40
Cardellina canadensis,2.0,4.359976,-74.33313,2021-12-30,30,12,2021,Cundinamarca,52
Hirundo rustica,25.0,4.349195,-75.17719,2021-12-29,29,12,2021,Tolima,52
Cardellina canadensis,1.0,6.126649,-75.60078,2021-10-02,2,10,2021,Antioquia,39
Hirundo rustica,1.0,10.962343,-74.72926,2021-03-14,14,3,2021,Magdalena,11
Cardellina canadensis,1.0,3.5738,-76.6198,2021-11-30,30,11,2021,Valle del Cauca,48
Cardellina canadensis,2.0,4.506222,-73.920395,2021-11-29,29,11,2021,Cundinamarca,48
Cardellina canadensis,2.0,3.977346,-74.626724,2021-11-11,11,11,2021,Tolima,45
Cardellina canadensis,2.0,5.077978,-75.455894,2021-12-27,27,12,2021,Caldas,52
Hirundo rustica,34.0,8.594421,-76.889854,2021-02-27,27,2,2021,Antioquia,8
Cardellina canadensis,1.0,4.695529,-75.64492,2021-10-30,30,10,2021,Quindío,43
Hirundo rustica,5.0,5.495104,-72.85597,2021-11-02,2,11,2021,Boyacá,44
Cardellina canadensis,1.0,5.018686,-75.40345,2021-11-14,14,11,2021,Caldas,46
Cardellina canadensis,2.0,0.648244,-77.06748,2021-12-26,26,12,2021,Putumayo,52
Hirundo rustica,6.0,12.485595,-81.73311,2021-10-11,11,10,2021,San Andrés Providencia y Santa Catalina,41
Cardellina canadensis,0.0,4.604939,-74.05511,2021-09-22,22,9,2021,Distrito Capital de Bogotá,38
Cardellina canadensis,1.0,0.648244,-77.06748,2021-01-14,14,1,2021,Putumayo,2
Cardellina canadensis,1.0,4.993006,-75.59956,2021-12-18,18,12,2021,Caldas,50
Hirundo rustica,2.0,12.586125,-81.70217,2021-11-21,21,11,2021,San Andrés Providencia y Santa Catalina,47
Hirundo rustica,2.0,4.658577,-74.09362,2021-09-30,30,9,2021,Distrito Capital de Bogotá,39
Cardellina canadensis,2.0,4.359976,-74.33313,2021-12-30,30,12,2021,Cundinamarca,52
Hirundo rustica,16.0,10.870924,-74.75516,2021-03-26,26,3,2021,Atlántico,12
Cardellina canadensis,1.0,4.18298,-73.65183,2021-12-11,11,12,2021,Meta,49
Cardellina canadensis,1.0,7.236376,-73.14395,2021-12-20,20,12,2021,Santander,51
Hirundo rustica,1.0,10.482782,-75.201164,2021-02-01,1,2,2021,Atlántico,5
Cardellina canadensis,2.0,5.063843,-75.532135,2021-10-27,27,10,2021,Caldas,43
Cardellina canadensis,1.0,4.18298,-73.65183,2021-10-13,13,10,2021,Meta,41
Hirundo rustica,1.0,6.977324,-73.382286,2021-12-06,6,12,2021,Santander,49
Hirundo rustica,6.0,6.988775,-75.120224,2021-09-17,17,9,2021,Antioquia,37
Cardellina canadensis,3.0,5.067561,-75.52894,2021-01-31,31,1,2021,Caldas,5
Hirundo rustica,7.0,7.890098,-74.77909,2021-10-16,16,10,2021,Antioquia,41
Hirundo rustica,1.0,4.668008,-74.08802,2021-09-18,18,9,2021,Distrito Capital de Bogotá,37
Hirundo rustica,1.0,5.085088,-75.6187,2021-11-13,13,11,2021,Caldas,45
Cardellina canadensis,1.0,5.239052,-76.08931,2021-01-14,14,1,2021,Risaralda,2
Cardellina canadensis,1.0,5.415238,-74.95853,2021-10-25,25,10,2021,Caldas,43
Cardellina canadensis,1.0,4.694386,-74.092834,2021-10-16,16,10,2021,Distrito Capital de Bogotá,41
Hirundo rustica,2.0,4.996862,-75.61661,2021-10-21,21,10,2021,Caldas,42
Cardellina canadensis,1.0,3.528089,-76.61703,2021-01-30,30,1,2021,Valle del Cauca,4
Hirundo rustica,0.0,12.536969,-81.71108,2021-10-09,9,10,2021,San Andrés Providencia y Santa Catalina,40
